track,artist,album,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_sec,stream,views,likes,comments,tiktok_views,tiktok_posts,release_date,tiktok_likes
charizard,lorenzo,lã©gende vivante,0.827,0.86,2.0,-5.421,0.223,0.111,2.01e-06,0.191,0.33,114.999,154.453,2177001.0,38807.0,404.0,1.0,,,,
honorã©,lorenzo,lã©gende vivante,0.906,0.697,11.0,-6.604,0.253,0.381,0.0,0.32,0.868,97.99,138.747,2057667.0,366227.0,4199.0,21.0,,,,
sleigh ride,the ronettes,sleigh ride,0.529,0.772,2.0,-7.013,0.0287,0.403,2.21e-06,0.316,0.853,91.751,181.267,403499761.0,10483736.0,51018.0,522.0,,,,
frosty the snowman,the ronettes,sleigh ride,0.382,0.879,7.0,-7.584,0.0642,0.228,0.0,0.408,0.559,143.741,136.307,79052916.0,130725.0,782.0,66.0,,,,
be my baby,the ronettes,presenting the fabulous ronettes featuring veronica,0.512,0.771,4.0,-7.006,0.0402,0.168,0.0,0.0895,0.803,129.639,160.907,279888484.0,788352.0,16732.0,632.0,,,,
i saw mommy kissing santa claus,the ronettes,sleigh ride,0.311,0.664,9.0,-8.179,0.0377,0.189,7.34e-06,0.129,0.356,146.292,157.613,27323890.0,729700.0,2394.0,69.0,,,,
"baby, i love you",the ronettes,presenting the fabulous ronettes featuring veronica,0.545,0.802,3.0,-8.3,0.0353,0.205,1.07e-05,0.0854,0.841,115.668,171.467,12193967.0,2320781.0,23750.0,903.0,,,,
silent night,the ronettes,a christmas gift for you from phil spector,0.181,0.325,7.0,-12.931,0.0339,0.863,0.0929,0.107,0.313,153.421,128.053,1901995.0,68198.0,170.0,18.0,,,,
chapel of love,the ronettes,presenting the fabulous ronettes featuring veronica,0.628,0.804,2.0,-8.529,0.0449,0.48,0.0,0.398,0.8,115.575,178.4,949442.0,106784.0,678.0,61.0,,,,
do i love you?,the ronettes,presenting the fabulous ronettes featuring veronica,0.467,0.714,1.0,-8.796,0.0399,0.498,0.0034,0.046,0.364,144.915,176.147,2573583.0,346210.0,3272.0,253.0,,,,
"you came, you saw, you conquered",the ronettes,be my baby: the very best of the ronettes,0.407,0.783,0.0,-6.724,0.0614,0.386,0.0115,0.51,0.672,135.981,172.227,634388.0,31600.0,329.0,58.0,,,,
walking in the rain,the ronettes,presenting the fabulous ronettes featuring veronica,0.5,0.655,10.0,-8.313,0.0308,0.386,0.0,0.0915,0.41,107.75,196.867,3838902.0,5962482.0,28081.0,2468.0,,,,
naive,the kooks,inside in / inside out,0.547,0.816,8.0,-6.165,0.0624,0.0688,0.0,0.127,0.722,102.765,203.507,486758068.0,89811065.0,490483.0,11874.0,,,,
she moves in her own way,the kooks,inside in / inside out,0.431,0.81,7.0,-5.379,0.066,0.276,0.0,0.0906,0.795,76.412,169.307,292521420.0,40016487.0,177256.0,3477.0,,,,
seaside,the kooks,inside in / inside out,0.616,0.41,1.0,-8.523,0.0413,0.732,0.0,0.123,0.324,129.498,99.227,136590224.0,187836.0,5045.0,187.0,,,,
junk of the heart (happy),the kooks,junk of the heart,0.604,0.894,2.0,-5.0,0.037,0.0212,0.0,0.0299,0.901,145.017,187.253,138391211.0,22930028.0,160437.0,3274.0,,,,
ooh la,the kooks,inside in / inside out,0.543,0.873,10.0,-5.159,0.0803,0.0165,9.45e-05,0.15,0.786,150.891,208.973,87053668.0,21858845.0,83968.0,1929.0,,,,
bad habit,the kooks,listen,0.733,0.882,0.0,-4.199,0.0389,0.051,9.92e-06,0.131,0.854,123.071,221.413,128147576.0,93844941.0,629542.0,5175.0,,,,
taking pictures of you,the kooks,junk of the heart,0.66,0.522,2.0,-7.754,0.0323,0.196,0.0,0.356,0.524,135.825,161.982,35288376.0,478301.0,9393.0,17.0,,,,
always where i need to be,the kooks,konk,0.331,0.961,11.0,-4.627,0.0663,0.000146,0.0,0.322,0.882,168.355,161.72,67317847.0,13228847.0,62082.0,1355.0,,,,
sweet emotion,the kooks,listen,0.764,0.829,1.0,-5.261,0.0711,0.0459,0.000184,0.104,0.606,98.02,308.569,47306226.0,76074.0,823.0,25.0,,,,
oasis,the kooks,10 tracks to echo in the dark,0.753,0.832,1.0,-5.212,0.0375,0.0148,0.000337,0.0278,0.964,110.006,113.427,3014998.0,4073.0,50.0,0.0,,,,
keskin,cem adrian,keskin,0.59,0.631,5.0,-6.187,0.0391,0.013,0.0,0.464,0.411,124.95,201.946,8899388.0,8140178.0,80647.0,2235.0,,,,
kã¼l,cem adrian,kã¼l,0.33,0.439,10.0,-9.801,0.041,0.625,0.000368,0.177,0.21,175.676,294.532,68341280.0,109221003.0,767136.0,,,,,
bana unutmayä± anlat,cem adrian,bana unutmayä± anlat,0.551,0.724,3.0,-8.8,0.0622,0.212,0.0,0.129,0.427,95.025,192.166,16257692.0,3536617.0,73994.0,2728.0,,,,
sen benim åarkä±larä±msä±n,cem adrian,sen benim åarkä±larä±msä±n,0.553,0.38,4.0,-10.697,0.0473,0.721,0.0,0.119,0.359,97.01,212.062,62921779.0,55063046.0,440705.0,,,,,
viran,cem adrian,viran,0.523,0.574,0.0,-8.013,0.0351,0.0379,2.19e-05,0.15,0.208,110.003,221.58,1220983.0,863532.0,25374.0,1176.0,,,,
derinlerde,cem adrian,about love,0.501,0.432,0.0,-11.924,0.0297,0.44,0.00534,0.137,0.249,127.956,201.107,31061090.0,28583461.0,256204.0,8598.0,,,,
ben sana veda edemem,cem adrian,yangin,0.457,0.522,11.0,-8.142,0.0542,0.709,0.000239,0.107,0.197,129.532,263.077,4088073.0,1572629.0,28532.0,1223.0,,,,
beni hatä±rladä±n mä±,cem adrian,tuz buz,0.567,0.28,5.0,-8.197,0.0281,0.649,0.0,0.112,0.26,107.849,243.227,20616451.0,10663222.0,121792.0,,,,,
ben seni ãok sevdim,cem adrian,åeker prens ve tuz kral,0.322,0.389,6.0,-8.667,0.0422,0.863,0.0,0.1,0.287,81.397,235.835,28706917.0,46675873.0,370955.0,,,,,
herkes gider mi,cem adrian,kayä±p ãocuk masallarä±,0.637,0.497,2.0,-8.41,0.233,0.544,0.0,0.0745,0.211,73.986,274.992,18814856.0,4691882.0,29714.0,,,,,
96 - tausendundein tor! - teil 01,teufelskicker,folge 96: tausendundein tor!,0.582,0.762,1.0,-7.434,0.686,0.277,0.0,0.359,0.668,165.819,185.707,141143.0,3455.0,21.0,0.0,,,,
96 - tausendundein tor! - teil 02,teufelskicker,folge 96: tausendundein tor!,0.613,0.775,11.0,-7.467,0.912,0.46,0.0,0.378,0.536,158.124,182.72,115167.0,3455.0,21.0,0.0,,,,
96 - tausendundein tor! - teil 03,teufelskicker,folge 96: tausendundein tor!,0.773,0.679,1.0,-8.189,0.875,0.435,0.0,0.302,0.804,61.79,184.467,113930.0,3455.0,21.0,0.0,,,,
96 - tausendundein tor! - teil 08,teufelskicker,folge 96: tausendundein tor!,0.475,0.901,6.0,-7.625,0.94,0.873,0.0,0.96,0.464,78.865,181.68,111455.0,6933.0,33.0,0.0,,,,
96 - tausendundein tor! - teil 05,teufelskicker,folge 96: tausendundein tor!,0.606,0.761,1.0,-6.954,0.852,0.209,0.0,0.328,0.681,61.647,182.653,111131.0,3455.0,21.0,0.0,,,,
96 - tausendundein tor! - teil 04,teufelskicker,folge 96: tausendundein tor!,0.692,0.7,10.0,-7.317,0.629,0.218,0.0,0.133,0.74,138.481,184.067,106871.0,3455.0,21.0,0.0,,,,
96 - tausendundein tor! - teil 06,teufelskicker,folge 96: tausendundein tor!,0.584,0.735,1.0,-7.623,0.705,0.636,0.0,0.19,0.754,99.675,181.893,106025.0,3455.0,21.0,0.0,,,,
96 - tausendundein tor! - teil 07,teufelskicker,folge 96: tausendundein tor!,0.606,0.914,10.0,-6.206,0.882,0.58,0.0,0.879,0.4,129.124,182.48,104387.0,3455.0,21.0,0.0,,,,
96 - tausendundein tor! - teil 09,teufelskicker,folge 96: tausendundein tor!,0.536,0.791,7.0,-6.036,0.531,0.672,0.0,0.442,0.725,74.253,180.053,103333.0,3455.0,21.0,0.0,,,,
96 - tausendundein tor! - teil 10,teufelskicker,folge 96: tausendundein tor!,0.51,0.691,8.0,-7.032,0.6,0.32,0.0,0.46,0.744,70.875,183.627,102027.0,3455.0,21.0,0.0,,,,
carol of the bells,lindsey stirling,warmer in the winter (deluxe edition),0.227,0.66,4.0,-5.993,0.0759,0.0274,0.000538,0.0787,0.27,167.956,166.093,57662009.0,99757563.0,2291850.0,38938.0,,,,
"youâre a mean one, mr. grinch",lindsey stirling,warmer in the winter (deluxe edition),0.567,0.695,9.0,-4.896,0.0559,0.134,0.0,0.177,0.424,107.934,166.133,13136523.0,16744117.0,447663.0,11435.0,,,,
radioactive,lindsey stirling,ptx,0.505,0.594,8.0,-7.642,0.0695,0.49,0.0,0.298,0.464,135.007,226.44,73259995.0,193635971.0,2246999.0,101110.0,,,,
underground,lindsey stirling,artemis,0.521,0.842,2.0,-5.154,0.0472,0.000891,0.0234,0.0445,0.142,93.984,264.3,21802742.0,18543966.0,450509.0,12290.0,,,,
shatter me featuring lzzy hale,lindsey stirling,shatter me,0.483,0.947,9.0,-3.018,0.0594,0.000742,0.0,0.14,0.347,144.948,280.8,,137018761.0,1489798.0,36291.0,,,,
roundtable rival,lindsey stirling,shatter me,0.498,0.877,2.0,-3.84,0.0597,0.00266,0.25,0.411,0.619,128.069,203.28,64826562.0,366513522.0,4013901.0,67922.0,,,,
christmas câmon,lindsey stirling,warmer in the winter (deluxe edition),0.495,0.75,6.0,-4.573,0.0666,0.0976,0.0,0.0847,0.507,158.124,229.16,19254127.0,10281279.0,176833.0,5413.0,,,,
lose you now,lindsey stirling,lose you now,0.394,0.601,1.0,-5.991,0.0386,0.0958,0.0,0.176,0.334,144.994,193.395,9904639.0,6252232.0,179357.0,5150.0,,,,
crystallize,lindsey stirling,lindsey stirling,0.44,0.623,0.0,-8.228,0.0316,0.000856,0.0586,0.103,0.0563,140.006,258.8,99441256.0,265907978.0,2929005.0,201397.0,,,,
dance of the sugar plum fairy,lindsey stirling,warmer in the winter (deluxe edition),0.59,0.654,4.0,-6.991,0.0442,0.0513,0.0339,0.052,0.21,139.868,158.08,10453266.0,24293559.0,429960.0,10278.0,,,,
love u,westside gunn,hitler wears hermes 7,0.348,0.725,1.0,-6.894,0.0813,0.000865,0.00957,0.168,0.643,143.712,61.44,4201105.0,12991.0,253.0,8.0,,,,
whoopy,westside gunn,hitler wears hermes 7,0.416,0.472,10.0,-7.137,0.11,0.308,0.000284,0.132,0.494,135.308,73.045,6192033.0,71563.0,1645.0,58.0,,,,
"327 (feat. tyler, the creator & billie essco)",westside gunn,pray for paris,0.42,0.701,1.0,-7.582,0.339,0.832,0.0,0.103,0.671,79.716,349.04,50741191.0,885111.0,18767.0,0.0,,,,
"the fly who couldn't fly straight (feat. tyler, the creator)",westside gunn,hitler wears hermes 8: side b,0.46,0.825,7.0,-6.295,0.296,0.451,0.0,0.0865,0.515,81.342,105.185,12858894.0,123740.0,3226.0,179.0,,,,
shootouts in soho (feat. a$ap rocky & stove god cooks),westside gunn,10,0.61,0.687,9.0,-7.24,0.262,0.659,1.14e-06,0.174,0.441,82.489,209.864,2876923.0,230270.0,5609.0,277.0,,,,
brand new 911,westside gunn,2000,0.483,0.878,6.0,-3.352,0.158,0.00491,0.0,0.231,0.716,139.605,178.787,8475286.0,6063.0,170.0,9.0,,,,
flygod jr (feat. dj drama),westside gunn,10,0.762,0.541,7.0,-7.431,0.458,0.0198,0.0,0.265,0.43,140.059,202.286,1955514.0,385258.0,16154.0,978.0,,,,
no vacancy,westside gunn,pray for paris,0.519,0.706,8.0,-6.983,0.214,0.605,0.0,0.175,0.61,135.831,95.294,4633504.0,270533.0,4253.0,224.0,,,,
dudley boyz (feat. action bronson),westside gunn,flygod,0.393,0.745,7.0,-3.642,0.0596,0.398,0.0,0.261,0.436,126.889,121.676,1899207.0,53149.0,1002.0,48.0,,,,
peppas (feat. black star),westside gunn,10,0.526,0.927,4.0,-2.552,0.236,0.0635,0.0,0.78,0.677,89.97,244.25,1711912.0,1186935.0,44992.0,3428.0,,,,
du bist boss,kollegah,king,0.535,0.674,6.0,-8.202,0.326,0.079,0.0,0.173,0.276,90.998,163.507,43548674.0,26231413.0,251886.0,10762.0,,,,
john gotti,kollegah,"zuhã¤ltertape, vol. 4",0.693,0.776,11.0,-5.79,0.226,0.0621,0.00215,0.19,0.194,89.995,186.187,35907604.0,24315164.0,204773.0,11514.0,,,,
einfach auf die fresse,kollegah,free spirit,0.636,0.721,7.0,-5.852,0.275,0.207,0.0,0.0844,0.679,95.946,192.275,3103957.0,710850.0,22569.0,2220.0,,,,
monopol,kollegah,free spirit,0.792,0.696,7.0,-7.942,0.302,0.184,0.000104,0.134,0.546,97.077,235.106,2579971.0,782284.0,31475.0,2513.0,,,,
blutmond,kollegah,free spirit,0.744,0.723,2.0,-5.96,0.295,0.253,1.4e-05,0.366,0.775,167.97,160.361,2356583.0,430337.0,17263.0,2095.0,,,,
infinitum,kollegah,alphagene ii,0.608,0.652,1.0,-6.338,0.17,0.293,0.0,0.0985,0.587,95.144,182.56,16015859.0,3193307.0,88260.0,5046.0,,,,
immernoch,kollegah,free spirit,0.58,0.68,5.0,-8.605,0.088,0.469,2.37e-06,0.28,0.739,143.889,150.07,3323305.0,1175947.0,39563.0,3382.0,,,,
alpha,kollegah,king,0.501,0.748,7.0,-7.041,0.353,0.0511,0.0,0.114,0.278,92.494,141.827,34980948.0,25023480.0,214641.0,12093.0,,,,
ave maria,kollegah,jung brutal gutaussehend 3,0.676,0.658,11.0,-5.364,0.32,0.0534,0.0,0.553,0.187,146.157,202.235,33149726.0,13480893.0,235442.0,16786.0,,,,
sturmmaske auf (intro),kollegah,jung brutal gutaussehend 3,0.422,0.722,3.0,-5.112,0.392,0.0984,0.0,0.117,0.392,91.762,231.353,40227080.0,19475736.0,355266.0,28820.0,,,,
vaa vaathi,shweta mohan,vaathi,0.582,0.504,9.0,-8.423,0.05,0.355,0.0,0.86,0.428,90.899,225.381,14532274.0,32519868.0,444003.0,9381.0,,,,
nee paartha vizhigal - the touch of love,shweta mohan,3 (original motion picture soundtrack),0.665,0.596,9.0,-6.969,0.0278,0.293,3.67e-05,0.247,0.644,110.055,264.507,39707841.0,47006831.0,408128.0,9401.0,,,,
innum konjam naeram,shweta mohan,maryan (original motion picture soundtrack),0.647,0.389,5.0,-10.35,0.0336,0.509,7.8e-06,0.103,0.436,134.976,313.533,24191310.0,17420108.0,90421.0,3611.0,,,,
mastaaru mastaaru,shweta mohan,sir,0.594,0.534,9.0,-8.007,0.0428,0.385,0.0,0.877,0.364,91.082,225.425,2832857.0,7405341.0,120540.0,1410.0,,,,
"enna solla (from ""thangamagan"") - the new life of tamizh",shweta mohan,young mavericks (anirudh & santhosh narayanan),0.621,0.515,5.0,-9.019,0.0453,0.616,0.000137,0.11,0.657,109.891,216.0,13910400.0,54534568.0,409342.0,7082.0,,,,
emannavoo,shweta mohan,nava manmadhudu (original motion picture soundtrack),0.457,0.542,5.0,-7.645,0.0575,0.408,0.0,0.127,0.652,109.973,214.766,7667723.0,5185929.0,39904.0,1510.0,,,,
sirukki vaasam,shweta mohan,kodi (original motion picture soundtrack),0.571,0.544,1.0,-6.555,0.0507,0.502,0.0,0.0617,0.375,129.869,274.989,8105740.0,16211670.0,65226.0,1225.0,,,,
etho mazhayil,shweta mohan,vijay superum pournamiyum (original motion picture soundtrack),0.427,0.399,1.0,-7.983,0.0327,0.766,1.12e-06,0.102,0.337,169.749,218.611,9880221.0,12034655.0,93334.0,2314.0,,,,
"maya nadhi - from ""kabali""",shweta mohan,i love pradeep kumar,0.684,0.306,3.0,-10.925,0.0415,0.715,0.00364,0.0907,0.404,135.857,275.043,9027187.0,,,,,,,
pileche,shweta mohan,khaaleja (original motion picture soundtrack),0.567,0.603,7.0,-7.5,0.0402,0.345,0.0,0.252,0.481,101.005,340.907,5572721.0,176059.0,2749.0,42.0,,,,
make me feel,janelle monã¡e,dirty computer,0.859,0.413,1.0,-7.399,0.182,0.132,0.0,0.334,0.697,115.035,194.23,131175956.0,33596678.0,429545.0,15866.0,,,,
i like that,janelle monã¡e,dirty computer,0.482,0.453,0.0,-8.864,0.059,0.0323,0.00243,0.149,0.17,134.799,200.338,76470991.0,44450574.0,447781.0,12852.0,,,,
tightrope (feat. big boi) - big boi vocal edit,janelle monã¡e,the archandroid,0.641,0.673,5.0,-10.72,0.0918,0.0302,0.000868,0.219,0.644,167.978,262.587,41475312.0,29234662.0,236267.0,13754.0,,,,
pynk (feat. grimes),janelle monã¡e,dirty computer,0.672,0.291,8.0,-7.843,0.0897,0.0375,3.89e-06,0.0925,0.417,100.961,240.426,39871878.0,15717635.0,240903.0,17191.0,,,,
yoga,janelle monã¡e,yoga,0.74,0.546,7.0,-5.674,0.0498,0.0159,8.41e-05,0.209,0.375,130.028,217.679,48818137.0,67493121.0,571379.0,17996.0,,,,
primetime (feat. miguel),janelle monã¡e,the electric lady,0.667,0.465,8.0,-8.096,0.0339,0.0426,0.00649,0.465,0.34,123.883,280.08,38179842.0,21752207.0,199213.0,6839.0,,,,
what is love,janelle monã¡e,what is love,0.666,0.897,9.0,-4.938,0.114,0.0854,2.72e-06,0.0409,0.701,120.064,212.293,4975993.0,2794697.0,31159.0,0.0,,,,
q.u.e.e.n. (feat. erykah badu),janelle monã¡e,the electric lady,0.843,0.433,0.0,-8.139,0.0676,0.0114,8.19e-06,0.123,0.161,106.028,310.48,24707996.0,27487633.0,257908.0,15747.0,,,,
screwed (feat. zoã« kravitz),janelle monã¡e,dirty computer,0.73,0.681,8.0,-7.582,0.0405,0.0441,0.000245,0.27,0.446,106.017,302.492,18449158.0,1622289.0,38582.0,1206.0,,,,
django jane,janelle monã¡e,dirty computer,0.833,0.624,11.0,-6.306,0.325,0.49,0.0,0.117,0.26,101.96,190.288,25649702.0,9643951.0,196057.0,8384.0,,,,
infinity 2008 - klaas vocal edit,klaas,infinity 2008,0.498,0.862,7.0,-6.02,0.0589,0.000313,0.00941,0.352,0.47,128.034,192.294,285532299.0,30697459.0,267286.0,6736.0,,,,
heart swipe,klaas,heart swipe,0.617,0.866,1.0,-5.619,0.106,0.0208,0.000224,0.0472,0.461,130.117,146.782,1347876.0,87250.0,1545.0,72.0,,,,
mr. saxobeat,klaas,mr. saxobeat,0.638,0.889,11.0,-5.276,0.127,0.0476,0.0336,0.24,0.511,127.012,151.181,51849445.0,458404.0,6880.0,96.0,,,,
the logical song,klaas,the logical song,0.612,0.982,6.0,-2.984,0.0496,0.00618,0.433,0.274,0.175,128.122,162.187,44276773.0,367060.0,6140.0,126.0,,,,
into the groove,klaas,into the groove,0.638,0.849,0.0,-5.433,0.092,0.00327,6.1e-05,0.215,0.459,124.92,150.32,577263.0,57075.0,1143.0,14.0,,,,
fantasy,klaas,fantasy,0.618,0.898,2.0,-5.577,0.0418,0.00163,4.07e-05,0.868,0.126,134.911,162.222,929862.0,132736.0,3024.0,31.0,,,,
voyage voyage,klaas,voyage voyage,0.62,0.8,11.0,-6.696,0.0493,0.00639,0.000118,0.378,0.502,130.015,144.462,2844198.0,99982.0,1919.0,82.0,,,,
1 0 0 1 1,klaas,1 0 0 1 1,0.606,0.818,1.0,-6.284,0.0553,0.00854,0.0,0.263,0.195,123.823,142.984,1291752.0,57025.0,1444.0,121.0,,,,
look into my eyes,klaas,look into my eyes,0.511,0.861,2.0,-5.551,0.0803,0.00766,1.73e-05,0.111,0.342,140.161,148.714,272660.0,45356.0,1861.0,8.0,,,,
zombie,klaas,zombie,0.641,0.841,7.0,-5.0,0.0397,0.00252,0.000437,0.0941,0.236,119.986,158.25,1720239.0,191437.0,4380.0,2.0,,,,
till it's gone,yelawolf,love story,0.523,0.714,4.0,-7.552,0.0683,0.466,0.00359,0.113,0.359,128.968,275.547,153374301.0,156242664.0,862993.0,20719.0,,,,
you and me,yelawolf,ghetto cowboy,0.598,0.448,1.0,-8.525,0.0342,0.109,0.00105,0.123,0.0727,140.97,242.001,35221808.0,84094705.0,543338.0,9919.0,,,,
best friend,yelawolf,love story,0.75,0.906,0.0,-5.028,0.0477,0.0174,0.0,0.0551,0.562,135.96,314.28,95609341.0,207747918.0,1376812.0,49206.0,,,,
daddy's lambo,yelawolf,trunk muzik 0-60,0.779,0.725,11.0,-7.128,0.145,0.0259,0.0,0.0946,0.335,131.997,227.573,59388540.0,63941151.0,299460.0,16866.0,,,,
pop the trunk,yelawolf,trunk muzik 0-60,0.912,0.673,2.0,-8.91,0.109,0.0995,0.0,0.103,0.123,120.157,228.16,49632161.0,67842177.0,409828.0,24080.0,,,,
money,yelawolf,mud mouth,0.872,0.603,2.0,-8.115,0.109,0.0958,1.43e-06,0.0608,0.359,119.956,318.64,6908786.0,7114196.0,93023.0,3020.0,,,,
catfish billy 2,yelawolf,trunk muzik 3,0.847,0.806,2.0,-4.237,0.0862,0.0883,3.43e-06,0.157,0.13,123.115,198.413,27667775.0,10957558.0,95441.0,4357.0,,,,
american you,yelawolf,love story,0.752,0.754,9.0,-5.061,0.133,0.186,0.0,0.11,0.353,82.986,212.147,45572299.0,62459397.0,307490.0,6555.0,,,,
catfish billy,yelawolf,trunk muzik returns,0.862,0.627,9.0,-5.792,0.0679,0.153,0.0,0.366,0.0485,120.001,262.173,17152178.0,30729712.0,171834.0,5281.0,,,,
tennessee love,yelawolf,love story,0.83,0.608,7.0,-3.892,0.162,0.699,0.000202,0.177,0.418,119.989,294.027,33818056.0,7762.0,169.0,5.0,,,,
like a g6,far east movement,free wired,0.435,0.837,3.0,-8.126,0.449,0.00676,0.0,0.117,0.778,124.913,216.893,533889859.0,264012406.0,1725961.0,112252.0,,,,
rocketeer,far east movement,free wired,0.664,0.845,4.0,-6.115,0.0461,0.181,0.0,0.267,0.357,96.005,211.253,182207080.0,77766753.0,646909.0,48844.0,,,,
live my life,far east movement,dirty bass,0.683,0.804,9.0,-6.592,0.0849,0.00289,0.0,0.0949,0.522,128.007,237.107,103180456.0,73727401.0,519636.0,28790.0,,,,
turn up the love,far east movement,dirty bass,0.752,0.872,6.0,-4.186,0.117,0.12,0.0,0.234,0.677,123.888,195.96,74096409.0,138537659.0,778605.0,27950.0,,,,
"freal luv (feat. marshmello, chanyeol & tinashe)",far east movement,identity,0.645,0.813,8.0,-5.947,0.0655,0.139,1.27e-06,0.211,0.476,145.027,190.345,48153377.0,44685445.0,739551.0,25644.0,,,,
bang it to the curb,far east movement,bang it to the curb,0.811,0.84,7.0,-5.792,0.255,0.000492,0.00381,0.0647,0.517,99.876,186.0,21000657.0,4710299.0,55882.0,3158.0,,,,
like a g6 - skysaw trap remix,far east movement,straight up trap! vol. 2,0.641,0.57,0.0,-12.284,0.15,0.0181,0.0189,0.77,0.611,144.985,211.862,6858800.0,4091149.0,62558.0,579.0,,,,
the illest,far east movement,the illest,0.666,0.716,6.0,-4.332,0.0678,0.0105,1.7e-05,0.122,0.544,142.066,219.867,31256690.0,15840782.0,130805.0,5059.0,,,,
girls on the dance floor,far east movement,free wired,0.807,0.728,11.0,-6.815,0.058,0.00614,1.79e-05,0.144,0.776,119.981,234.373,9799512.0,21045964.0,76104.0,4579.0,,,,
like a g6 - redone remix,far east movement,like a g6 (remixes),0.696,0.886,7.0,-4.166,0.0444,0.000114,0.000182,0.309,0.825,124.996,280.56,,80720.0,554.0,7.0,,,,
set wesley alemã£o,mc lipi,set wesley alemã£o,0.689,0.535,8.0,-8.537,0.357,0.314,0.0,0.0847,0.569,120.105,576.702,28976830.0,58805157.0,725028.0,13521.0,,,,
quebradas,mc lipi,quebradas,0.762,0.714,9.0,-2.436,0.219,0.146,0.0,0.0415,0.558,112.985,250.588,31545318.0,97428679.0,803711.0,9453.0,,,,
deus ã© perfeito,mc lipi,deus ã© perfeito,0.799,0.672,7.0,-2.2,0.333,0.668,1.79e-06,0.0848,0.531,88.119,207.273,16719083.0,23409414.0,221800.0,1845.0,,,,
outro patamar,mc lipi,outro patamar,0.837,0.577,3.0,-5.853,0.207,0.235,0.0,0.0753,0.564,129.944,225.067,15450532.0,30613516.0,341876.0,4889.0,,,,
apontei pro cã©u,mc lipi,apontei pro cã©u,0.591,0.62,1.0,-4.036,0.262,0.47,0.0,0.0894,0.546,199.808,240.6,11062085.0,39396217.0,473506.0,4944.0,,,,
anota aã­,mc lipi,anota aã­,0.773,0.641,6.0,-3.148,0.301,0.0949,1.08e-06,0.107,0.712,85.117,223.059,18984863.0,89665486.0,817755.0,8983.0,,,,
bem melhor,mc lipi,bem melhor,0.815,0.706,11.0,-3.844,0.0554,0.0422,0.0,0.256,0.621,120.011,197.0,26350888.0,44847793.0,560753.0,17684.0,,,,
um brinde pra nã³s,mc lipi,um brinde pra nã³s,0.743,0.705,7.0,-2.259,0.296,0.113,0.0,0.0704,0.26,86.554,177.231,26221054.0,48008966.0,766290.0,9207.0,,,,
"homenagem aos relã­quias (feat. menor mc, mc vinny, mc julio d.e r., mc leozinho zs, makalo)",mc lipi,homenagem aos relã­quias,0.906,0.641,3.0,-2.875,0.308,0.0935,0.0,0.0551,0.678,129.987,303.769,52803216.0,42300870.0,770050.0,10061.0,,,,
lacoste africa,mc lipi,lacoste africa,0.679,0.42,5.0,-9.772,0.175,0.133,0.0,0.156,0.903,106.706,432.0,10821901.0,,,,,,,
new gold (feat. tame impala and bootie brown),bootie brown,new gold (feat. tame impala and bootie brown),0.695,0.923,1.0,-3.93,0.0522,0.0425,0.0469,0.116,0.551,108.014,215.15,,8435336.0,282150.0,7399.0,,,,
dancin - laidback luke remix,luvli,dancin (laidback luke remix),0.661,0.848,6.0,-2.382,0.164,0.0762,0.0322,0.106,0.358,129.058,381.395,,193369.0,867.0,38.0,,,,
take,luvli,overdue...,0.584,0.609,4.0,-4.261,0.164,0.739,0.0,0.155,0.825,92.967,237.453,,107256663.0,2987150.0,89893.0,,,,
my thoughts,luvli,my thoughts,0.549,0.407,10.0,-8.133,0.0954,0.623,0.0,0.0997,0.88,181.71,213.107,,107256663.0,2987150.0,89893.0,,,,
i can do anything,luvli,i can do anything,0.355,0.62,11.0,-5.688,0.0385,0.572,0.0,0.107,0.243,92.927,322.168,,1209.0,17.0,0.0,,,,
what more,luvli,what more,0.62,0.829,3.0,-5.353,0.0467,0.0609,0.0,0.113,0.577,122.019,204.905,,107256663.0,2987150.0,89893.0,,,,
digress,luvli,overdue...,0.614,0.739,5.0,-4.168,0.053,0.0674,0.0,0.466,0.429,98.712,137.613,,107256663.0,2987150.0,89893.0,,,,
so gone,luvli,so gone,0.391,0.852,4.0,-3.56,0.463,0.0463,0.0,0.329,0.336,170.865,222.43,,700.0,16.0,,,,,
twisted,luvli,overdue...,0.864,0.411,9.0,-13.733,0.153,0.238,0.0,0.0831,0.515,114.048,222.407,,107256663.0,2987150.0,89893.0,,,,
runnin',luvli,highway ride,0.273,0.618,5.0,-5.988,0.0448,0.191,0.0,0.212,0.256,79.217,214.988,,647.0,9.0,0.0,,,,
baile' conmigo,luvli,overdue...,0.763,0.386,11.0,-14.076,0.174,0.354,0.0,0.223,0.822,99.963,205.296,,6871.0,145.0,40.0,,,,
the story,brandi carlile,the story,0.544,0.5,11.0,-8.253,0.026,0.0325,3.78e-06,0.109,0.177,93.621,238.493,118886569.0,48256358.0,315445.0,9885.0,,,,
you and me on the rock (feat. lucius),brandi carlile,in these silent days,0.568,0.686,1.0,-6.635,0.033,0.15,1.81e-06,0.0881,0.725,172.075,230.098,15856821.0,287154.0,4793.0,284.0,,,,
carried me with you,brandi carlile,onward (original motion picture soundtrack),0.639,0.666,0.0,-7.775,0.0636,0.271,0.0,0.111,0.372,98.384,213.733,38305686.0,1571379.0,27519.0,1187.0,,,,
